MemoryUsage,ProcessorLoad,InpNetThroughput,OutNetThroughput,OutBandwidth,Latency,V_MemoryUsage,V_ProcessorLoad,V_InpNetThroughput,V_OutNetThroughput,V_OutBandwidth,V_Latency,CLPVariation,CLPVariation_pred
0.7567578750606008,0.1445709260452317,0.1973742439559382,0.1879316005667742,0.7598538820942878,0.2325024069115321,0.1785959272279796,-0.1917419558972041,-0.2343388649851537,0.0400527424157437,-0.062233526803863,0.0727130858456687,0.1736778509780632,0.11411111223790267
0.3361573004058933,0.5503153848695628,0.6558885264305058,0.7099748800176418,0.5349381487353684,0.3766164660304907,-0.1775702619763753,0.308112012236334,0.4999556474239061,0.1737806310074613,0.1446685779307556,0.1628967629075998,0.7174718242740762,0.7232420241177763
0.4216511141046373,0.5768515807306109,0.5680383828966233,0.8763744532141943,0.6256873850867334,0.1243784598023383,0.1014996059266088,-0.185453170681092,0.2850110567282369,0.1481188235193323,0.1760241166240718,-0.8148205670270308,0.6405095945247496,0.3366158342762312
0.0135096180995263,0.176075385690291,0.6008301833058666,0.2954795553174731,0.902489880895626,0.8093790739291475,-0.2019667193710315,0.0034501711490528,0.0044876430634591,-0.1347602678026422,0.2730487972691779,0.3461761233326474,0.9414352360170024,0.9586360456945368
0.7689319370984596,0.4769796774084977,0.8668300181431374,0.7859411607552221,0.6310841732464372,0.7887894409450134,0.0202354589329972,0.2603383776524799,0.6926042457910146,0.242168504286219,-0.0813412055553265,0.495377116255936,0.1493776363242816,-0.11042562373779276
0.4333694299755757,0.3854663173331076,0.6580476252773817,0.003147956475351,0.561905340974318,0.7060712569158032,-0.0287774589581037,-0.0548529090276327,0.2808162233513316,-0.0210600101577546,-0.0769065222759397,0.1128637783846345,0.7827505456633502,0.8522600862107143
0.4691592886479704,0.6944795722879742,0.7499952346343819,0.8338268978846978,0.8700142147821661,0.9692973551581114,0.1166291044545176,0.2468295502627319,0.6858839876851391,0.1750365152676467,0.2440804127814259,0.5119221429142136,0.8531418237585843,0.6390657142412911
0.6712998443286585,0.6765571486940272,0.6148694539472603,0.3728026653931753,0.7670732859725096,0.5858904977547504,0.0271247378208873,-0.1087756144256201,-0.3695065023243539,-0.1516002018965118,0.0541784142054281,0.0705266892226613,0.4303630102790368,0.448520698737132
0.3260496580433198,0.3501991181482279,0.5910988395363634,0.2175750244538485,0.946837865158618,0.3281274615924368,0.0027491209818608,-0.192232652016015,0.4807276070592378,-0.0258973379363491,0.4134232558573188,-0.4997886494785112,0.8057257864076718,0.7764957859934003
0.5852402722996355,0.9380825774667014,0.4712317423484635,0.2919527218394151,0.6222168191953109,0.620791238043873,-0.1336892485813151,0.3290584344677969,-0.0919719929166157,0.1890683261736898,-0.0069221548993723,-0.1474500239663988,-0.7307390552518273,-0.6035025154487415
0.2486934207876592,0.2501215002887023,0.552724259907082,0.7911305741735749,0.379244385879522,0.7614261358082137,-0.1274412303884564,-0.2962805726278437,0.1003326338878818,-0.0455060865789076,0.0618658861085938,0.2634809903168993,0.8671631104276906,0.8673286699769863
0.3198094220219135,0.3520947766621936,0.1309778301139391,0.1452997303633053,0.4639189886284313,0.6838361404331502,0.1759481132901035,-0.1489292442767364,-0.7363767187972896,-0.0524255895936083,-0.0786809957706266,0.3694373837537876,0.8186365771850609,0.877172911909074
0.4634193503501703,0.7774144641627821,0.4885884224637105,0.743061489793392,0.3894901272044357,0.2487600835036056,-0.1492612403921886,0.0301972273582232,0.0492800534866337,0.2201631188514889,0.0865745454280255,-0.0893203049996742,-0.2400419258905555,-0.2845458496605166
0.3408173312903011,0.570148074755914,0.0240805840459566,0.4350821838007634,0.2916711757230061,0.4894577647922122,0.0038873513938686,0.2080863204193928,-0.8208368165860187,-0.2818053565480058,-0.2814199610643021,0.3566046968026148,0.7927553701244862,0.7557159885838537
0.4637268402514884,0.2476523472042735,0.079476102796193,0.4705873546476195,0.6998474552849557,0.2462062441963307,-0.2073857937921742,-0.1843196553057806,-0.1773853035351807,-0.1720702553303342,-0.2819485871052976,0.1689075622308515,0.7603158913708737,0.7597402551198976
0.6077514518090894,0.63340832078575,0.3905645366992886,0.3710768936723236,0.7934882081550465,0.2244857444413246,-0.1234673674934742,0.2114304007960691,0.2659397968731359,0.2903578766264426,0.116239227408214,0.0526364515235477,0.1287152483520124,0.34247218820666225
0.3261897088931618,0.2153376717910878,0.0890511830838898,0.507280386353921,0.4303432681258954,0.1776995569467259,-0.0651070963398652,-0.0862926819612505,-0.3269045894196398,0.1755346114948416,0.2176924295736567,-0.8169657813770834,0.8083634986112384,0.853707495887234
0.2094096665637722,0.6250350077193203,0.5405276668736358,0.7846831670146421,0.4848430415048507,0.2151862838294564,-0.1376290287999457,-0.0968275193075813,0.1828726476329099,0.1852235712815799,-0.0212472735549392,0.0384167156902149,0.461542053591235,0.6922207291221442
0.5660892269996505,0.758188726952176,0.7682702819850146,0.4378363058375603,0.4569368041078034,0.2918619770307748,0.2305102523839424,0.2626284507510366,-0.2151892519532461,0.1363901693140324,0.3981447707361647,-0.5472412522711876,0.095190176378021,0.22471991823812465
0.4300266171956252,0.8478511025144927,0.9475782982963028,0.4505546055636755,0.6208912934036315,0.2010409193185698,-0.1320093691743058,-0.0770663200451698,0.0249941716016838,-0.1985396705801051,-0.0023585804789848,-0.1173598991911745,-0.6001676436668545,-0.43575229933543164
0.012639309775687,0.5098855014124296,0.542862890041746,0.7722837005550465,0.0491125420555341,0.1713053284015157,-0.3044908219645474,0.0700576573164967,0.4711546921525349,0.257735972871526,-0.8592928104895516,-0.6643122908072777,0.8811256054547035,0.8869938039765589
0.8387404449059855,0.5580174112546374,0.8630048744986801,0.3931078438550357,0.5622200686940846,0.4593082990529014,-0.0984145144235216,-0.2004934984016424,0.6433905056184479,0.2894687944041583,0.1300940023602743,-0.002678198652276,-0.467525408816902,-0.4168966796868146
0.3241100744362018,0.3829840519022299,0.4794240060139738,0.3862028881718324,0.3388934149119929,0.4472099248151553,0.091688178995869,0.3558747083767529,-0.0641907391111858,0.0005738469231799,0.0425255432038811,0.3607918610859792,0.8295670664719411,0.8286833461274268
0.5548252627427117,0.1869358300381357,0.9599157362337404,0.7040062790498604,0.4285311849970644,0.1637867456473528,0.2825829909584192,0.0276074354484417,0.0064345590898204,-0.2937474186555041,0.113946018618811,-0.5487507221719371,0.7449027457985314,0.7515110233672416
0.7221505715804031,0.3192791801924822,0.6358344502578512,0.294296894966523,0.1584470500838911,0.6582698041128242,0.2511515937357402,-0.0698314805328059,-0.3582037605393673,0.0051252531824605,-0.1016471448217734,0.2970319944867159,0.5995583705743804,0.6894987915308841
0.4055910134360782,0.6313773327175228,0.8536521171727991,0.8031188333665552,0.4750969364354156,0.0390544039575214,-0.257470062582383,-0.0668503962609085,0.6657658327103104,0.0048443688918513,-0.1000833285910524,-0.9456208906190549,0.1164519381885257,0.5196662020592836
0.3437704951922461,0.4056093158491444,0.3479374051875888,0.7469043671396365,0.5713152347299641,0.5608283425642667,0.1222154784316168,0.0027298713938504,0.0421116827099563,0.2701361845885829,0.0110519000022648,0.0769879914219282,0.7671963949095978,0.7847973394484868
0.4369559093697776,0.1084510897217279,0.052182737700353,0.4695592088770785,0.3998963466370184,0.5845492128798848,0.0037200715913283,-0.2049321367674877,-0.5030453204973825,-0.0237005518574106,0.2325520541793757,0.2271837061502907,0.8435791683405595,0.8569434037098406
0.7431656553464607,0.2428713651421796,0.4895552881599752,0.6421723552399639,0.2794653269909655,0.6839232398528091,-0.0487052197200366,-0.2398096113022314,0.0954912715336694,-0.252375520190802,-0.0292767108299311,0.1853159044369026,0.5491128260281543,0.5269097696671602
0.7714281282199911,0.7357032738523879,0.4248081792095781,0.6373169202201197,0.3841785928022401,0.7806477471001448,-0.0259888510093769,0.1016657949010738,0.3819342075107447,0.0148169533612193,0.0874052813973095,0.2278019204935994,0.1111147758783954,0.09177452087401837
0.6001416764058927,0.2263049280887548,0.1487445605583967,0.5618473390179574,0.3604053876022242,0.8274029104715417,0.1567636077008857,-0.1199281751445217,0.136063945152294,-0.0204319993709426,0.2181945353964307,0.3159592568617209,0.8040315733364831,0.7944442299881552
0.6630610760184612,0.6982277289784313,0.1878862844624887,0.7982744644747038,0.575180265026468,0.9846752945765762,-0.0171899506472282,0.2270886709816639,-0.4246936941320615,0.0758309722610514,0.2634938356010717,0.4599202312281081,0.7917728430223494,0.5867719197372155
0.9338092045723444,0.7521191302703009,0.0570382829748542,0.916569659075276,0.3266531489588845,0.5862991673013884,0.2912728660462419,-0.0354486701582585,-0.4401971742937969,0.1885664937705925,0.0536531817978321,0.3062935875339607,-0.7385820097184317,-0.6558424617941905
0.5817452625122257,0.255132096219538,0.924264485844518,0.3535011110171433,0.2258188529273829,0.9065072310706626,0.2063594134534152,0.0491527538773214,0.649703216810668,-0.0444346160106196,-0.310812945106432,0.1974755004808535,0.8096104008885238,0.7954887448247739
0.2627496327091263,0.5323292891017894,0.2258398609999835,0.5163148005303647,0.7481802028673493,0.9354248790547062,-0.1387671463642276,0.0692538033236113,-0.7314429825927856,0.2289070076730468,0.0135752669831165,0.177386584778016,0.8191195452880168,0.8180196389167905
0.4453252212049687,0.179144801182936,0.1211013372557742,0.3545400582268765,0.8209398912670339,0.6070995494781123,0.2041896726875895,-0.0931603953253877,-0.851257164483254,0.0924287850428415,-0.0687692077670997,0.0496710396092051,0.8232726908389609,0.8097799950098702
0.301622117632212,0.8766232458884803,0.6623934958444462,0.3079655955704491,0.2506683508624601,0.367347578558882,-0.0839922017102715,-0.0636695950355603,0.205578267165438,-0.0521060388046157,-0.1991554479437824,0.0867322933054851,-0.5954543075170342,-0.48028347144199274
0.4046056734970719,0.2118800393945121,0.8466344263093417,0.826161378635365,0.201565367184991,0.4675997903302991,-0.2285257716924065,-0.0806249852866407,-0.0354207204172846,-0.1172195125056951,-0.1807198183903584,0.1359796050568223,0.8597495003171647,0.8613285799301483
