MemoryUsage,ProcessorLoad,InpNetThroughput,OutNetThroughput,OutBandwidth,Latency,V_MemoryUsage,V_ProcessorLoad,V_InpNetThroughput,V_OutNetThroughput,V_OutBandwidth,V_Latency,CLP_variation,CLPVariation_pred
0.4828843190605208,0.4394915801012504,0.473728422345367,0.5125091411293794,0.8688699946016846,0.5393240807555585,0.1341928125673907,-0.0884184041324749,-0.0738381245501212,-0.1747694514200084,0.1636173051240327,0.1977279668393285,0.7300062162416523,-0.14792561579445665
0.7945415169958557,0.5425993604234041,0.7692170337795629,0.6634039425373253,0.4943506792784296,1.0473938815905148,-0.1137474903388729,0.0595717567423252,0.4466667072553307,-0.0605029383633162,0.1876940673468505,0.0935010100782808,-0.1291685638169987,-0.14792561579445665
0.1120194273069935,0.5701554796110881,0.4374498688324288,0.9130913498906504,1.0831111319621902,0.2161325576163247,-0.2337060292139571,-0.1421569083639025,-0.505304069283901,0.188468133050937,0.2427743573286518,0.1537136872088991,0.694212773795679,-0.14792561579445665
0.4683774430652797,0.8892716862782788,0.4366775931829025,0.094715321704133,0.8381478705824134,0.3451932755200049,-0.149527172552016,-0.0182354636370682,-0.5262496937864565,-0.0446762913089768,0.2634573362598523,-0.8469921869131236,-0.6389557364772398,-0.14792561579445665
0.3458521926498495,0.9615524965229942,0.6985504229019461,0.405504948732397,1.1234560681518668,0.273292980160445,0.1088080774494125,0.1551333621239015,0.5502359246630916,-0.220851180203914,0.0141498827823272,0.026186854527495,-0.8374058349447403,-0.14792561579445665
0.7110173841816996,0.0174673627009068,0.3357837318362953,0.7988325551401652,0.2699764541864915,0.971558348043612,-0.215776748758973,-0.1596982993284431,0.1938530305317587,0.1699975442042939,-0.1295142928941868,0.3425496720786455,0.8460037334534328,-0.14792561579445665
0.2156636739424089,0.4268694647388566,0.9731910516154918,0.4111085661881938,0.6365861523795474,0.2018741259573844,0.0794752721844541,-0.1031652934734804,0.5284399749300577,0.1939671642301712,-0.1692806140525845,0.1486652378838918,0.7811700417463646,-0.14792561579445665
0.3514469619194597,0.5797664110692721,0.7220970410042558,0.6694898764544563,0.3834291372821901,0.3693995411850217,-0.0674725966220132,0.0808069453740112,0.603682252671625,0.0966813884458436,0.2110088867495401,0.2014641449986823,0.7392746204673226,-0.14792561579445665
0.9205417691923216,0.97904592700731,0.5356735482229934,0.7136524754366216,0.4395409667345507,0.2930658054795992,-0.2456552261753095,-0.0084447390229728,0.0545933287484289,0.1681969235054403,0.436441058844112,-0.8057937994282274,-0.8578752314086988,-0.14792561579445665
0.4631259077428086,0.7126460596116766,0.9856472943314644,1.0758680705497552,0.7212468707677493,0.634677070296585,-0.2833809862500791,-0.0462655770390476,0.5444715270909293,0.1615241661266816,-0.0735205917815102,0.0885787724007493,0.1863013634704048,-0.14792561579445665
0.0636616194371806,0.7785761373479585,0.8188372547282085,0.5495225691169118,0.4720492546643798,0.9071560267496837,-0.055892458803046,0.1030032474680834,0.143798009123675,-0.0070091439610879,0.059074897600338,0.3014444118941657,0.0760232875676076,-0.14792561579445665
0.4028319319783017,0.6105797718422052,0.8394145531313162,0.3869637043720641,0.4543095784340362,1.064471966905304,-0.3064855027515065,-0.00547100716199,0.7775643935495207,-0.205645899550488,-0.1277800428482335,0.1366055382043369,0.7206073881785785,-0.14792561579445665
0.5578729236688047,0.7031030526796488,0.7135091683366578,1.0910821855699415,0.734678718901298,0.8080492940611274,0.3490415413907203,-0.0563419143979786,0.2566369080411367,0.0124424630398294,-0.0575009900704572,0.0494606034690922,0.6821673540531226,-0.14792561579445665
0.3109122298535219,0.4888511307129002,0.3167833203842407,0.5334024015009338,1.166833585264497,0.395974763689696,0.1961274608175546,0.1483023731466184,-0.3746563275608218,-0.0661007700176234,0.4050538708872256,-0.7689739965308748,0.724340900707167,-0.14792561579445665
1.055830440722022,0.1400781790313814,0.2004872944225859,0.5023516584253038,0.8500775184492265,0.7274161386170763,0.2364226796835234,0.079073797714197,0.105575264861856,-0.1093490047132725,0.181869319742013,0.4473134559912868,-0.9513271948290491,-0.14792561579445665
